type,year,state,abb,region,division,barley,corn,cotton_els,cotton_upland,oats,rice,sorghum,soybeans,sugar_beets,sugarcane,wheat
prevent,2010,Ohio,OH,North Central,East North Central,2685.0500000000006,3375155.060000001,,,24169.889999999996,,764.5300000000002,4557893.449999998,,,679051.0099999997
prevent,2010,Oklahoma,OK,South,West South Central,18794.199999999993,335766.6799999999,,275266.25999999995,25171.240000000005,,255137.1999999999,492529.02000000014,,,5332398.439999997
prevent,2010,Oregon,OR,West,Pacific,35862.15000000001,80314.04999999999,,,28502.97000000001,,690.3,1272.2,12627.0,,837527.1199999999
prevent,2010,Pennsylvania,PA,Northeast,Middle Atlantic,33264.15000000001,906163.0500000002,,,56741.74,,1959.9,426113.02999999997,,,103024.33999999998
prevent,2010,Rhode Island,RI,Northeast,New England,,1576.02,,,9.0,,,,,,29.14
prevent,2010,South Carolina,SC,South,South Atlantic,1232.9,321618.82999999984,,200750.39999999997,15188.920000000002,40.1,8119.27,443008.8599999999,,0.3,122168.28999999998
prevent,2010,South Dakota,SD,North Central,West North Central,30539.85,4440887.989999999,,,172445.88000000006,,73370.84999999999,4135814.909999999,112.9,,2659816.88
prevent,2010,Tennessee,TN,South,East South Central,1325.01,661073.4200000003,,382700.2000000001,2182.1700000000005,900.1,10917.770000000002,1393267.0200000005,3.5,1.0,195623.11000000004
prevent,2010,Texas,TX,South,West South Central,14102.899999999998,2214152.0500000003,16846.1,5463198.91,341266.7800000001,186687.95999999996,1810333.010000001,199551.16999999998,2.0,47174.9,5530389.549999996
prevent,2010,Utah,UT,West,Mountain,27772.219999999994,53123.740000000005,,,22862.180000000004,,987.13,187.3,,,138305.19000000003
prevent,2010,Virginia,VA,South,South Atlantic,52667.73000000003,392628.89999999997,,82389.20000000001,5991.880000000001,,2680.6099999999997,543705.7599999999,,1.2,153815.39000000004
prevent,2010,Vermont,VT,Northeast,New England,561.98,82582.73,,,343.0,,58.2,4254.0,,,491.62
prevent,2010,Washington,WA,West,Pacific,75920.88000000003,210981.74,,,8833.0,,133.1,1486.2,791.2,,2255885.560000001
prevent,2010,Wisconsin,WI,North Central,East North Central,37661.219999999994,3772351.729999999,,,264525.12,,1513.97,1618678.48,,,248775.85000000003
prevent,2010,West Virginia,WV,South,South Atlantic,1919.66,42645.29000000001,,,1362.5300000000002,,351.51,19332.359999999997,,,4834.820000000001
prevent,2010,Wyoming,WY,West,Mountain,64405.38,74376.31999999999,,,25309.480000000003,,308.5,293.59999999999997,31683.699999999997,,153281.4099999999
plant and fail,2007,Alabama,AL,South,East South Central,51.6,296714.46,,399311.63,27427.9,,7191.399999999999,177060.41,,1.9000000000000001,90128.77
plant and fail,2007,Alaska,AK,West,Pacific,3488.12,,,,988.1899999999999,,,,,,141.4
plant and fail,2007,Arizona,AZ,West,Mountain,34839.24999999999,53277.4,2137.1,166483.6,11593.900000000001,,37299.1,3.9,,,82433.9
plant and fail,2007,Arkansas,AR,South,West South Central,,594242.5199999999,175.0,859648.2099999998,9727.939999999999,1328124.14,219854.32999999993,2816072.730000001,,,818382.2700000001
plant and fail,2007,California,CA,West,Pacific,75316.58999999997,558313.6099999998,250575.88,198210.56999999995,224785.49999999997,528463.4500000001,30490.220000000005,,37366.04,557.0,609854.7000000002
plant and fail,2007,Colorado,CO,West,Mountain,51178.76000000001,1168974.0899999999,,,61765.490000000005,,145919.40999999995,3621.8999999999996,32003.940000000002,,2418799.77
plant and fail,2007,Connecticut,CT,Northeast,New England,3.4,26582.949999999997,,,53.67,,33.33,270.4,,,4.71
plant and fail,2007,Delaware,DE,South,South Atlantic,18721.51,194619.11,,,241.0,,624.8,146733.45,,,54771.2
plant and fail,2007,Florida,FL,South,South Atlantic,,72516.89,,83810.00000000001,16605.149999999994,15425.47,4598.259999999999,14181.880000000005,,232839.91,12907.700000000004
plant and fail,2007,Georgia,GA,South,South Atlantic,654.5,498850.7499999999,,1024119.4600000003,58123.340000000004,,55676.21999999998,280073.94999999995,,47.400000000000006,331827.5199999999
plant and fail,2007,Guam,,,,,4.32,,,,,,,,,
plant and fail,2007,Hawaii,HI,West,Pacific,,21.81,,,,,,,,33242.01,
plant and fail,2007,Idaho,ID,West,Mountain,554874.0599999999,310754.3,,,58586.96999999998,,1302.59,132.1,182820.2,,1184832.8000000007
plant and fail,2007,Illinois,IL,North Central,East North Central,1116.36,12978431.470000006,,,28453.059999999994,992.6700000000001,76109.58,8143591.280000001,,,949908.1199999998
plant and fail,2007,Indiana,IN,North Central,East North Central,732.4699999999999,6346301.759999998,,,5772.04,,12580.869999999999,4686889.390000001,,5.0,409882.16000000015
plant and fail,2007,Iowa,IA,North Central,West North Central,4856.6,13946008.920000004,,,136583.95999999996,,3936.6899999999996,8474499.670000002,,,30588.770000000008
plant and fail,2007,Kansas,KS,North Central,West North Central,18651.79000000001,3851065.9199999985,,45629.7,82252.79,241.97,2510991.36,2558736.4099999988,,,10361680.190000005
plant and fail,2007,Kentucky,KY,South,East South Central,8335.0,1409838.709999999,,256.3,2841.1400000000003,82.0,10442.720000000001,1073896.4400000002,,10.48,387805.81999999983
plant and fail,2007,Louisiana,LA,South,West South Central,,731431.1700000003,,329316.0700000001,3472.0399999999995,376490.85,245725.05000000002,602403.3,,426795.0800000001,241719.34000000005
plant and fail,2007,Maine,ME,Northeast,New England,16654.32,27671.18000000001,,,28383.38,,,867.84,,,292.82
plant and fail,2007,Maryland,MD,South,South Atlantic,34981.47,508558.1499999999,,140.23,3584.38,,5263.28,390702.20999999996,,,156969.73000000004
plant and fail,2007,Massachusetts,MA,Northeast,New England,7.0,19120.279999999995,,,78.4,,,221.92,,,66.17999999999999
plant and fail,2007,Michigan,MI,North Central,East North Central,8239.390000000001,2600978.4100000015,,,41350.94999999999,,1167.2499999999998,1682467.9400000004,151114.55000000002,,526060.1600000001
plant and fail,2007,Minnesota,MN,North Central,West North Central,116924.35,8383427.25,,,210446.59999999995,,2396.5600000000004,6207480.970000002,485304.6,,1707322.4600000002
plant and fail,2007,Mississippi,MS,South,East South Central,,909044.15,,655109.45,2147.7,185970.25,134441.62,1436049.4100000001,,,351653.9700000001
plant and fail,2007,Missouri,MO,North Central,West North Central,3380.6800000000003,3268882.1999999997,,381108.07999999996,13698.73,176990.7,105104.00000000003,4563812.319999998,,,1031413.4199999992
plant and fail,2007,Montana,MT,West,Mountain,875229.6300000002,77876.52999999998,,,67899.7,,389.3,457.5,50195.399999999994,,5042979.440000001
plant and fail,2007,Nebraska,NE,North Central,West North Central,3216.1900000000005,9358016.989999998,,9.5,110067.10999999997,,232603.18,3786612.529999999,46592.88,,2061417.81
plant and fail,2007,Nevada,NV,West,Mountain,1635.8,2451.3999999999996,,,1570.13,,184.1,,,,16926.890000000003
plant and fail,2007,New Hampshire,NH,Northeast,New England,27.56,13037.460000000001,,,9.0,,15.0,2.0,,,2.5
plant and fail,2007,New Jersey,NJ,Northeast,Middle Atlantic,1875.1999999999998,82237.28000000003,,,1288.8000000000002,,1133.1000000000001,79193.35,16.0,,22562.3
plant and fail,2007,New Mexico,NM,West,Mountain,5667.9,125820.20000000003,4641.200000000001,48674.46,17574.239999999998,,95048.24999999999,38.5,,,526082.8900000002
plant and fail,2007,New York,NY,Northeast,Middle Atlantic,9685.289999999999,960662.0200000005,,,62899.21000000001,,815.15,199670.82000000004,,,62461.29
plant and fail,2007,North Carolina,NC,South,South Atlantic,16258.590000000007,1072528.0999999999,,495156.79999999993,23288.110000000008,123.72999999999999,6755.910000000002,1409741.0199999998,1.3,19.35,563238.8699999995
plant and fail,2007,North Dakota,ND,North Central,West North Central,1402797.3700000003,2516629.3400000003,,,404169.77999999997,,2613.91,3000446.9400000004,252387.37000000002,,8464101.940000001
plant and fail,2007,Ohio,OH,North Central,East North Central,2155.5700000000006,3815430.279999999,,,29772.390000000003,,1331.9900000000002,4095402.0399999986,,,797031.5400000002
plant and fail,2007,Oklahoma,OK,South,West South Central,10515.54,295287.5700000001,76.17,169968.91000000003,59579.149999999994,45.3,222430.54000000004,182059.55000000002,,,6186154.640000008
plant and fail,2007,Oregon,OR,West,Pacific,57405.849999999984,68786.69999999997,,,31634.00999999998,,121.0,286.7,13761.15,,788465.6000000002
plant and fail,2007,Pennsylvania,PA,Northeast,Middle Atlantic,31229.159999999996,948111.8099999999,,,63568.29000000001,,2816.7499999999995,342055.68999999994,0.9,,117504.97000000003
plant and fail,2007,Rhode Island,RI,Northeast,New England,,1577.5100000000002,,,16.5,,20.0,,,,
plant and fail,2007,South Carolina,SC,South,South Atlantic,945.1,373154.58,,176648.49999999997,24326.280000000006,60.0,7252.549999999999,435468.9199999999,,1.4,148091.02
plant and fail,2007,South Dakota,SD,North Central,West North Central,56244.62999999998,4861899.799999999,,,304377.25999999995,,126968.84000000001,3149992.7499999995,71.9,,3436192.0899999994
plant and fail,2007,Tennessee,TN,South,East South Central,1580.0399999999997,818181.55,,505399.43000000005,4435.54,1731.9,16221.230000000003,1005536.4800000003,,2.15,367975.38
plant and fail,2007,Texas,TX,South,West South Central,20639.59,2090051.9999999988,24616.7,4833765.449999999,502742.10000000027,143433.7,2623059.1699999995,84656.45,,42968.200000000004,6009320.019999996
plant and fail,2007,Utah,UT,West,Mountain,32727.09,46290.82000000001,,,21948.04,,891.5699999999999,,,,145332.62999999998
plant and fail,2007,Vermont,VT,Northeast,New England,2615.0,83442.27,,,1315.7,,55.93,2684.28,0.3,,568.6400000000001
plant and fail,2007,Virgin Islands,,,,,2.83,,,,,,,,0.68,
plant and fail,2007,Virginia,VA,South,South Atlantic,33060.89,448440.26,,58386.89999999999,9111.900000000003,,2968.65,484044.28,,4.5,206798.04000000004
plant and fail,2007,Washington,WA,West,Pacific,223565.00999999998,251526.41999999998,,,11258.070000000002,,167.0,886.7,2584.8999999999996,,2121810.6
plant and fail,2007,West Virginia,WV,South,South Atlantic,1587.47,42989.91000000002,,,1615.7499999999998,,57.910000000000004,14086.099999999999,,1.0,6497.659999999999
plant and fail,2007,Wisconsin,WI,North Central,East North Central,32914.58,3951721.239999998,,,220565.16999999995,14.2,1916.82,1323624.9200000002,,,285122.72000000003
plant and fail,2007,Wyoming,WY,West,Mountain,54732.39,82978.04999999999,,,31588.520000000004,,579.9000000000001,85.4,31549.489999999998,,153056.85
plant and fail,2007,N. Mariana Is.,,,,,0.08,,,,,,,,,
plant and fail,2007,Puerto Rico,,,,,846.5,,,,,100.0,,,,
prevent,2007,Alabama,AL,South,East South Central,51.6,296714.46,,399311.63,27427.9,,7191.399999999999,177060.41,,1.9000000000000001,90128.77
prevent,2007,Alaska,AK,West,Pacific,3488.12,,,,988.1899999999999,,,,,,141.4
prevent,2007,Arizona,AZ,West,Mountain,34839.24999999999,53277.4,2137.1,166483.6,11593.900000000001,,37299.1,3.9,,,82433.9
prevent,2007,Arkansas,AR,South,West South Central,,594242.5199999999,175.0,859648.2099999998,9727.939999999999,1328124.14,219854.32999999993,2816072.730000001,,,818382.2700000001
prevent,2007,California,CA,West,Pacific,75316.58999999997,558313.6099999998,250575.88,198210.56999999995,224785.49999999997,528463.4500000001,30490.220000000005,,37366.04,557.0,609854.7000000002
prevent,2007,Colorado,CO,West,Mountain,51178.76000000001,1168974.0899999999,,,61765.490000000005,,145919.40999999995,3621.8999999999996,32003.940000000002,,2418799.77
prevent,2007,Connecticut,CT,Northeast,New England,3.4,26582.949999999997,,,53.67,,33.33,270.4,,,4.71
prevent,2007,Delaware,DE,South,South Atlantic,18721.51,194619.11,,,241.0,,624.8,146733.45,,,54771.2
prevent,2007,Florida,FL,South,South Atlantic,,72516.89,,83810.00000000001,16605.149999999994,15425.47,4598.259999999999,14181.880000000005,,232839.91,12907.700000000004
prevent,2007,Georgia,GA,South,South Atlantic,654.5,498850.7499999999,,1024119.4600000003,58123.340000000004,,55676.21999999998,280073.94999999995,,47.400000000000006,331827.5199999999
prevent,2007,Guam,,,,,4.32,,,,,,,,,
prevent,2007,Hawaii,HI,West,Pacific,,21.81,,,,,,,,33242.01,
prevent,2007,Idaho,ID,West,Mountain,554874.0599999999,310754.3,,,58586.96999999998,,1302.59,132.1,182820.2,,1184832.8000000007
prevent,2007,Illinois,IL,North Central,East North Central,1116.36,12978431.470000006,,,28453.059999999994,992.6700000000001,76109.58,8143591.280000001,,,949908.1199999998
prevent,2007,Indiana,IN,North Central,East North Central,732.4699999999999,6346301.759999998,,,5772.04,,12580.869999999999,4686889.390000001,,5.0,409882.16000000015
prevent,2007,Iowa,IA,North Central,West North Central,4856.6,13946008.920000004,,,136583.95999999996,,3936.6899999999996,8474499.670000002,,,30588.770000000008
prevent,2007,Kansas,KS,North Central,West North Central,18651.79000000001,3851065.9199999985,,45629.7,82252.79,241.97,2510991.36,2558736.4099999988,,,10361680.190000005
prevent,2007,Kentucky,KY,South,East South Central,8335.0,1409838.709999999,,256.3,2841.1400000000003,82.0,10442.720000000001,1073896.4400000002,,10.48,387805.81999999983
prevent,2007,Louisiana,LA,South,West South Central,,731431.1700000003,,329316.0700000001,3472.0399999999995,376490.85,245725.05000000002,602403.3,,426795.0800000001,241719.34000000005
prevent,2007,Maine,ME,Northeast,New England,16654.32,27671.18000000001,,,28383.38,,,867.84,,,292.82
prevent,2007,Maryland,MD,South,South Atlantic,34981.47,508558.1499999999,,140.23,3584.38,,5263.28,390702.20999999996,,,156969.73000000004
prevent,2007,Massachusetts,MA,Northeast,New England,7.0,19120.279999999995,,,78.4,,,221.92,,,66.17999999999999
prevent,2007,Michigan,MI,North Central,East North Central,8239.390000000001,2600978.4100000015,,,41350.94999999999,,1167.2499999999998,1682467.9400000004,151114.55000000002,,526060.1600000001
prevent,2007,Minnesota,MN,North Central,West North Central,116924.35,8383427.25,,,210446.59999999995,,2396.5600000000004,6207480.970000002,485304.6,,1707322.4600000002
prevent,2007,Mississippi,MS,South,East South Central,,909044.15,,655109.45,2147.7,185970.25,134441.62,1436049.4100000001,,,351653.9700000001
prevent,2007,Missouri,MO,North Central,West North Central,3380.6800000000003,3268882.1999999997,,381108.07999999996,13698.73,176990.7,105104.00000000003,4563812.319999998,,,1031413.4199999992
prevent,2007,Montana,MT,West,Mountain,875229.6300000002,77876.52999999998,,,67899.7,,389.3,457.5,50195.399999999994,,5042979.440000001
prevent,2007,Nebraska,NE,North Central,West North Central,3216.1900000000005,9358016.989999998,,9.5,110067.10999999997,,232603.18,3786612.529999999,46592.88,,2061417.81
prevent,2007,Nevada,NV,West,Mountain,1635.8,2451.3999999999996,,,1570.13,,184.1,,,,16926.890000000003
prevent,2007,New Hampshire,NH,Northeast,New England,27.56,13037.460000000001,,,9.0,,15.0,2.0,,,2.5
prevent,2007,New Jersey,NJ,Northeast,Middle Atlantic,1875.1999999999998,82237.28000000003,,,1288.8000000000002,,1133.1000000000001,79193.35,16.0,,22562.3
prevent,2007,New Mexico,NM,West,Mountain,5667.9,125820.20000000003,4641.200000000001,48674.46,17574.239999999998,,95048.24999999999,38.5,,,526082.8900000002
prevent,2007,New York,NY,Northeast,Middle Atlantic,9685.289999999999,960662.0200000005,,,62899.21000000001,,815.15,199670.82000000004,,,62461.29
prevent,2007,North Carolina,NC,South,South Atlantic,16258.590000000007,1072528.0999999999,,495156.79999999993,23288.110000000008,123.72999999999999,6755.910000000002,1409741.0199999998,1.3,19.35,563238.8699999995
prevent,2007,North Dakota,ND,North Central,West North Central,1402797.3700000003,2516629.3400000003,,,404169.77999999997,,2613.91,3000446.9400000004,252387.37000000002,,8464101.940000001
prevent,2007,Ohio,OH,North Central,East North Central,2155.5700000000006,3815430.279999999,,,29772.390000000003,,1331.9900000000002,4095402.0399999986,,,797031.5400000002
prevent,2007,Oklahoma,OK,South,West South Central,10515.54,295287.5700000001,76.17,169968.91000000003,59579.149999999994,45.3,222430.54000000004,182059.55000000002,,,6186154.640000008
prevent,2007,Oregon,OR,West,Pacific,57405.849999999984,68786.69999999997,,,31634.00999999998,,121.0,286.7,13761.15,,788465.6000000002
prevent,2007,Pennsylvania,PA,Northeast,Middle Atlantic,31229.159999999996,948111.8099999999,,,63568.29000000001,,2816.7499999999995,342055.68999999994,0.9,,117504.97000000003
prevent,2007,Rhode Island,RI,Northeast,New England,,1577.5100000000002,,,16.5,,20.0,,,,
prevent,2007,South Carolina,SC,South,South Atlantic,945.1,373154.58,,176648.49999999997,24326.280000000006,60.0,7252.549999999999,435468.9199999999,,1.4,148091.02
prevent,2007,South Dakota,SD,North Central,West North Central,56244.62999999998,4861899.799999999,,,304377.25999999995,,126968.84000000001,3149992.7499999995,71.9,,3436192.0899999994
prevent,2007,Tennessee,TN,South,East South Central,1580.0399999999997,818181.55,,505399.43000000005,4435.54,1731.9,16221.230000000003,1005536.4800000003,,2.15,367975.38
prevent,2007,Texas,TX,South,West South Central,20639.59,2090051.9999999988,24616.7,4833765.449999999,502742.10000000027,143433.7,2623059.1699999995,84656.45,,42968.200000000004,6009320.019999996
prevent,2007,Utah,UT,West,Mountain,32727.09,46290.82000000001,,,21948.04,,891.5699999999999,,,,145332.62999999998
prevent,2007,Vermont,VT,Northeast,New England,2615.0,83442.27,,,1315.7,,55.93,2684.28,0.3,,568.6400000000001
prevent,2007,Virgin Islands,,,,,2.83,,,,,,,,0.68,
prevent,2007,Virginia,VA,South,South Atlantic,33060.89,448440.26,,58386.89999999999,9111.900000000003,,2968.65,484044.28,,4.5,206798.04000000004
prevent,2007,Washington,WA,West,Pacific,223565.00999999998,251526.41999999998,,,11258.070000000002,,167.0,886.7,2584.8999999999996,,2121810.6
prevent,2007,West Virginia,WV,South,South Atlantic,1587.47,42989.91000000002,,,1615.7499999999998,,57.910000000000004,14086.099999999999,,1.0,6497.659999999999
prevent,2007,Wisconsin,WI,North Central,East North Central,32914.58,3951721.239999998,,,220565.16999999995,14.2,1916.82,1323624.9200000002,,,285122.72000000003
prevent,2007,Wyoming,WY,West,Mountain,54732.39,82978.04999999999,,,31588.520000000004,,579.9000000000001,85.4,31549.489999999998,,153056.85
prevent,2007,N. Mariana Is.,,,,,0.08,,,,,,,,,
prevent,2007,Puerto Rico,,,,,846.5,,,,,100.0,,,,
plant and fail,2008,Alabama,AL,South,East South Central,85.80000000000001,224380.87000000005,,289285.17,26639.099999999995,,7124.449999999999,352293.52999999985,,2.85,192948.03
plant and fail,2008,Alaska,AK,West,Pacific,3809.15,,,,730.93,,,,,,152.83
plant and fail,2008,Arizona,AZ,West,Mountain,37250.82000000001,43205.16,770.0999999999999,131962.6,10969.999999999996,,51630.90000000001,3.8,193.1,,147663.8
plant and fail,2008,Arkansas,AR,South,West South Central,20.0,434453.5799999999,,619191.9999999999,7958.340000000002,1396803.5500000005,116844.66000000002,3287589.690000001,,,1039790.3000000002
plant and fail,2008,California,CA,West,Pacific,88445.44000000002,593840.6599999999,152763.37,117730.74999999999,239040.95000000004,506331.70000000007,42259.46,3.8,29434.329999999998,819.5,830250.1200000001
plant and fail,2008,Colorado,CO,West,Mountain,68844.20000000001,1190433.8399999996,,,30831.659999999993,,153709.12000000002,8664.6,32924.04,,2073200.0399999998
plant and fail,2008,Connecticut,CT,Northeast,New England,6.8,27008.81,,,84.25999999999999,,13.64,70.0,,,15.7
plant and fail,2008,Delaware,DE,South,South Atlantic,20904.4,152490.95,,,464.8,,442.6,189017.95,,,77752.1
plant and fail,2008,Florida,FL,South,South Atlantic,,66560.4,,65519.49,13648.38,11679.9,5311.0,31666.370000000003,,252954.77,22083.48
plant and fail,2008,Georgia,GA,South,South Atlantic,193.60000000000002,362272.2999999999,,933548.7800000003,56943.199999999975,,51454.54,422047.1000000001,,20.0,440302.88
plant and fail,2008,Guam,,,,,23.4,,,,,,,,,
plant and fail,2008,Hawaii,HI,West,Pacific,,46.629999999999995,,,,,,,,39763.48,
plant and fail,2008,Idaho,ID,West,Mountain,589951.7799999999,288336.2199999999,,,50527.549999999996,,843.54,116.89999999999999,128555.68999999999,,1371212.5899999996
plant and fail,2008,Illinois,IL,North Central,East North Central,867.4099999999999,11907636.359999994,,,27225.130000000016,1240.87,71982.09999999999,9095740.710000003,,,1149495.77
plant and fail,2008,Indiana,IN,North Central,East North Central,1300.4199999999998,5591148.150000005,,,6156.95,,15025.419999999998,5404674.649999998,,,563757.8699999999
plant and fail,2008,Iowa,IA,North Central,West North Central,4708.3099999999995,12940589.39,,,138816.50000000003,,6976.330000000002,9662197.029999996,0.79,,38152.33
plant and fail,2008,Kansas,KS,North Central,West North Central,15773.060000000003,3769324.5199999977,,33962.12,50943.90000000001,119.95,2664416.7800000026,3266399.2299999995,,,9531437.24
plant and fail,2008,Kentucky,KY,South,East South Central,5752.28,1157238.9599999997,,12.5,2951.119999999999,128.0,9436.740000000003,1369876.55,,16.4,523015.6900000002
plant and fail,2008,Louisiana,LA,South,West South Central,,511451.60000000015,,294378.0999999999,4572.200000000001,464765.93000000005,117613.88,1040027.0699999997,,417080.07,385210.5200000001
plant and fail,2008,Maine,ME,Northeast,New England,18215.52,28942.329999999998,,,30859.420000000002,,,2136.3,,,1288.92
plant and fail,2008,Maryland,MD,South,South Atlantic,38538.70999999999,416281.23,,0.52,3651.4,,5553.56,488249.0,,,222232.34999999998
plant and fail,2008,Massachusetts,MA,Northeast,New England,20.11,20636.22,,,132.83,,15.799999999999999,220.39,,,45.8
plant and fail,2008,Michigan,MI,North Central,East North Central,7607.750000000001,2324244.7,,,44476.67999999999,,1189.9500000000003,1874193.9099999997,138739.8,,690266.4299999999
plant and fail,2008,Minnesota,MN,North Central,West North Central,96394.10999999997,7698019.479999997,,,193224.31000000006,,1494.8100000000002,6984989.650000001,436262.39,,1826101.3499999994
plant and fail,2008,Mississippi,MS,South,East South Central,,686880.1699999998,,360262.51,1791.51,225499.95999999993,79704.09,1983253.19,,0.5,498484.49999999994
plant and fail,2008,Missouri,MO,North Central,West North Central,2733.9000000000005,2647258.2399999998,,305241.85,6234.699999999999,196238.45,81304.06000000003,5133723.5,,,1211073.1699999995
plant and fail,2008,Montana,MT,West,Mountain,816818.9799999999,71978.59999999999,,,50094.13,,211.7,566.3999999999999,33294.42,,5544475.309999999
plant and fail,2008,Nebraska,NE,North Central,West North Central,4169.74,8792528.460000005,,7.16,83357.79999999997,,205517.0699999999,4868254.079999999,47923.649999999994,,1734088.2800000003
plant and fail,2008,Nevada,NV,West,Mountain,1494.6299999999997,3164.88,,,2695.93,,253.7,,,,16275.699999999997
plant and fail,2008,New Hampshire,NH,Northeast,New England,5.9,13973.81,,,20.59,,29.35,8.47,,,
plant and fail,2008,New Jersey,NJ,Northeast,Middle Atlantic,2250.5,78087.87,,,937.0999999999999,,815.7,88822.32,9.8,,31557.299999999996
plant and fail,2008,New Mexico,NM,West,Mountain,7456.62,127955.03000000001,2569.4,42321.56,11745.750000000002,,108770.57999999999,,,,424802.60000000003
plant and fail,2008,New York,NY,Northeast,Middle Atlantic,9624.819999999996,977450.7999999999,,,66551.27000000002,,534.5299999999999,217994.18000000002,,,119023.77999999997
plant and fail,2008,North Carolina,NC,South,South Atlantic,18906.020000000004,869484.56,,426137.42999999993,30676.950000000004,302.6,10648.419999999998,1674181.48,1.25,1.3,788156.9699999995
plant and fail,2008,North Dakota,ND,North Central,West North Central,1542499.4800000002,2482245.36,,,274600.25000000006,,1938.49,3760572.419999999,208672.86,,8951533.51
plant and fail,2008,Ohio,OH,North Central,East North Central,3073.5700000000006,3216474.3700000006,,,26019.440000000002,,856.6200000000002,4423736.140000002,,,1059770.7999999996
plant and fail,2008,Oklahoma,OK,South,West South Central,18222.32999999999,343705.55000000005,,163881.7,27059.670000000006,324.07,334959.11000000004,386897.05000000005,,,5845903.730000001
plant and fail,2008,Oregon,OR,West,Pacific,50826.26,70387.16999999997,,,29422.259999999995,,239.60000000000002,171.89999999999998,7977.110000000001,,860660.2799999997
plant and fail,2008,Pennsylvania,PA,Northeast,Middle Atlantic,35096.4,897722.11,,,64714.33999999998,,2750.0500000000006,391686.3399999999,,,150569.71000000002
plant and fail,2008,Puerto Rico,,,,,123.55,,,,,,,,,
plant and fail,2008,Rhode Island,RI,Northeast,New England,,1528.25,,,9.0,,10.6,,,,
plant and fail,2008,South Carolina,SC,South,South Atlantic,973.0900000000001,319198.04999999993,,133135.74999999997,25677.19,90.1,10337.66,524666.58,,2.4,209737.91999999998
plant and fail,2008,South Dakota,SD,North Central,West North Central,56839.88,4604506.940000001,,,202210.92,1.0,101362.59999999999,4033539.5999999996,397.4,,3512942.6799999997
plant and fail,2008,Tennessee,TN,South,East South Central,1309.4799999999998,635866.4300000002,,276651.19,3370.3200000000006,1664.1,23078.100000000002,1434358.1199999996,,1.5,563368.0400000003
plant and fail,2008,Texas,TX,South,West South Central,8558.500000000002,2244131.85,15391.099999999999,4932684.339999998,360259.3699999998,173695.03,3398363.9099999983,223787.48999999996,,37887.1,5708625.770000002
plant and fail,2008,Utah,UT,West,Mountain,29231.18999999999,47574.289999999986,,,25230.38,,1207.9599999999998,,,,140097.76
plant and fail,2008,Vermont,VT,Northeast,New England,1543.22,86308.64000000001,,,852.6800000000001,,24.16,3847.62,,,421.80999999999995
plant and fail,2008,Virgin Islands,,,,,4.63,,,,,,,,5.02,
plant and fail,2008,Virginia,VA,South,South Atlantic,38772.54999999999,370551.81999999995,,61215.13,8708.640000000005,,3475.9499999999994,565524.83,,2.6,280425.6999999999
plant and fail,2008,Washington,WA,West,Pacific,193067.53999999995,222244.66,,,8887.299999999996,,149.1,261.4,2266.6,,2270245.22
plant and fail,2008,West Virginia,WV,South,South Atlantic,1933.4400000000003,41248.8,,,1532.1600000000003,,333.01,18155.98,,1.0,8094.1
plant and fail,2008,Wisconsin,WI,North Central,East North Central,35663.689999999995,3709400.6200000006,,,234646.87999999986,,2359.2899999999995,1586955.95,,,356962.83000000025
plant and fail,2008,Wyoming,WY,West,Mountain,78518.01000000001,83185.25999999998,,,25182.140000000007,,180.2,3.0,30178.25,,157379.71
prevent,2008,Alabama,AL,South,East South Central,85.80000000000001,224380.87000000005,,289285.17,26639.099999999995,,7124.449999999999,352293.52999999985,,2.85,192948.03
prevent,2008,Alaska,AK,West,Pacific,3809.15,,,,730.93,,,,,,152.83
prevent,2008,Arizona,AZ,West,Mountain,37250.82000000001,43205.16,770.0999999999999,131962.6,10969.999999999996,,51630.90000000001,3.8,193.1,,147663.8
prevent,2008,Arkansas,AR,South,West South Central,20.0,434453.5799999999,,619191.9999999999,7958.340000000002,1396803.5500000005,116844.66000000002,3287589.690000001,,,1039790.3000000002
prevent,2008,California,CA,West,Pacific,88445.44000000002,593840.6599999999,152763.37,117730.74999999999,239040.95000000004,506331.70000000007,42259.46,3.8,29434.329999999998,819.5,830250.1200000001
prevent,2008,Colorado,CO,West,Mountain,68844.20000000001,1190433.8399999996,,,30831.659999999993,,153709.12000000002,8664.6,32924.04,,2073200.0399999998
prevent,2008,Connecticut,CT,Northeast,New England,6.8,27008.81,,,84.25999999999999,,13.64,70.0,,,15.7
prevent,2008,Delaware,DE,South,South Atlantic,20904.4,152490.95,,,464.8,,442.6,189017.95,,,77752.1
prevent,2008,Florida,FL,South,South Atlantic,,66560.4,,65519.49,13648.38,11679.9,5311.0,31666.370000000003,,252954.77,22083.48
prevent,2008,Georgia,GA,South,South Atlantic,193.60000000000002,362272.2999999999,,933548.7800000003,56943.199999999975,,51454.54,422047.1000000001,,20.0,440302.88
prevent,2008,Guam,,,,,23.4,,,,,,,,,
prevent,2008,Hawaii,HI,West,Pacific,,46.629999999999995,,,,,,,,39763.48,
prevent,2008,Idaho,ID,West,Mountain,589951.7799999999,288336.2199999999,,,50527.549999999996,,843.54,116.89999999999999,128555.68999999999,,1371212.5899999996
prevent,2008,Illinois,IL,North Central,East North Central,867.4099999999999,11907636.359999994,,,27225.130000000016,1240.87,71982.09999999999,9095740.710000003,,,1149495.77
